COLUSA MAINTENANCE STATION,1268143.2,837143.9
CONWAY SUMMIT SAND STORAGE,0,0
CORONA MAINTENANCE STATION,265025.3,201117.1
COSTA MESA,0,545904.9
COULTERVILLE MAINTENANCE STATION,90095.6,101897.9
CRESCENT CITY MAINTENANCE STATION,142348,137844.1
CRESTVIEW MAINTENANCE STATION,227477.4,111969.6
CUESTA GRADE CONSTRUCTION LABORATORY,30285.8,27701
CULVER CITY MAINTENANCE STATION,84117.4,87060.4
CUPERTINO MAINTENANCE STATION,0,310374.5
CUYAMA MAINTENANCE STATION,89243.9,63244.9
D12 TMC,0,9968358.7
D3 TMC COMMUNICATIONS,5727231.3,5536793.5
Dawson Summit S/S,0,0
DEATH VALLEY MAINTENANCE STATION,90224.6,0
Deer Creek S/S,0,0
DELANO MAINTENANCE STATION,0,237479.7
DELTA REGION MAINTENANCE STATION,0,475910.2
Descanso Maintenance Station,158043.8,146851.8
DESERT CENTER MAINTENANCE STATION,203869.9,242374.1
DIAMOND BAR MAINTENANCE STATION,190472.2,110969.6
Dinsmore S/S,0,0
DISTRICT 01 ANNEX,0,218668.1
DISTRICT 03 OFFICE - DMV ANNEX,404909.7,326804.6
DIXON MAINTENANCE STATION,28200.4,91111.3
DORAN MAINTENANCE STATION,28800,17400
DORRIS SANDHOUSE,10195.1,11280.1
DOWNIEVILLE MAINTENANCE STATION,257701.4,231683.5
Dry Creek Maint,3716522.9,807364.1
EAST BAY REGION MAINTENANCE STATION,0,916513.7
East Los Angeles Maint,1613238.6,245147.2
ECHO SUMMIT CONSTRUCTION LABORATORY,178674.9,168525.5
EL CENTRO MAINTENANCE STATION,198201.7,305542.6
El Dorado S/S,0,0
ELK GROVE MAINTENANCE STATION,371349,345726
ELSINORE MAINTENANCE STATION,353312.7,266160.6
Emeline Landscape Satellite,0,0
Empire St Satellite,0,0
EQUIPMENT SHOP 01,0,1172061
EQUIPMENT SHOP 03,0,2061059.5
EQUIPMENT SHOP 04,0,2431974.8
EQUIPMENT SHOP 05 (2501),0,845147.2
EQUIPMENT SHOP 06 (2601),0,236721.2
EQUIPMENT SHOP 07 (2701),1774528,1844199.7
EQUIPMENT SHOP 08 (2801),3184112.4,2101491.3
Escondido Maintenance Station,135132,143173.7
ESPARTO MAINTENANCE STATION,79139.4,61149.2
ESSEX MAINTENANCE STATION,177473.4,185473.2
FAIRFIELD MAINTENANCE STATION,438359.3,274765.8
FAWNSKIN MAINTENANCE STATION,0,0
FILLMORE MAINTENANCE STATION,132739.9,111540.9
FLORENCE AVENUE MAINTENANCE STATION,266100.6,285712.9
Floriston S/S,0,0
FOOTHILL MAINTENANCE STATION,0,355760.2
FORT BRAGG MAINTENANCE STATION,0,0
FORT ROSS MAINTENANCE STATION,195695.8,236195.4
FORTUNA MAINTENANCE STATION,314212.8,264056.2
FRAZIER MOUNTAIN PARKSAND/SALT STORAGE,0,0
FREDONYER SANDHOUSE,4688.1,7257.3
FREMONT MAINTENANCE STATION,177659.8,169300.8
Fresno Maintenance Station,0,834260.1
