ZIP,SiteEnergyUse2013,GridPurchase2013,WaterUse2013,SiteEnergyUse2014,GridPurchase2014,WaterUse2014
95372,3553.2,1041.4,0,2066.1,605.5,0
95376,167915033.4,19814106.1,206488.3,264003.8,59457.6,190910.6
95380,1324051.9,158071.4,889.8,1179697.3,145196.2,1159.3
95382,375152.6,90160,632.3,366888,93365,583.5
95383,0,61555.2,83.5,0,57759.7,83.5
95387,0,0,2755.1,0,0,4753.6
95401,1956330.4,440829.7,1702.9,3233081.7,536983,1240.1
95403,225193,56444.4,42447.4,3702349.1,679781.6,16695.4
95404,4760901.7,729497.8,595.7,4113458.4,749168.8,288.7
95407,1769494.4,278575,162.3,1839265.8,226613.3,150.4
95409,0,0,0,0,0,0
95410,6.8,2,0,515.2,151,0
95411,69953.5,10595.8,32,44665.8,13090.8,26.9
95415,73905.2,21660.4,263.4,426754.5,74733.5,249.3
95420,0,0,0,0,0,0
95421,0,0,21.5,63390,7030,30.7
95422,134727.7,39486.4,13.4,80736.7,23662.6,56.5
95423,336404.2,63654.9,231.6,494533,120806.9,733.9
95425,198326.1,33585.9,739.8,205280.9,32911.7,739.8
95426,274306.6,35152.4,1052,259862.5,40892.9,1392
95428,244102.4,25865.9,123,211776.6,27743.4,108.5
95431,238815471.3,11952275.1,0,235436276.7,12121645.3,0
95432,2193.3,642.8,0,3767.7,1104.3,0
95437,185061.4,57211.6,14111.5,174305.7,54496,13597.8
95440,241151.6,32823.2,80.1,0,31123.6,71
95441,3955444.7,1157189.1,69.1,3253601.3,951789.6,92
95442,132396.1,18634.3,700.7,98383.2,17946.5,419.6
95446,132608.5,19980,2047,130760.8,19357.5,1718.3
95448,160327.3,26831.2,45.3,192082.2,27684.9,64
95449,0,0,80.1,176443.7,31840.5,71
95450,635049.6,186122.5,2237.2,375297.7,109993.5,1801.2
95451,487826.9,108126,5431.8,392055.3,105729.1,145.9
95452,0,0,722.2,0,0,480.9
95453,684837.4,113298.1,115.3,116722.5,110162.9,266.4
95454,232977.8,27216.3,108.7,175678.2,34123.8,96
95456,265687.4,77868.5,3839.1,0,0,1636.3
95457,1829728.5,536262.7,1663.3,1764395.3,517114.6,1443.8
95459,105556.7,30936.9,230.2,69723.1,20434.7,331.9
95460,234385.6,30443.7,2493.3,178439.9,17649.5,3241.1
95461,238493.2,22329.1,108.7,96748.3,25162.8,96
95466,0,0,5371,0,0,5462.5
95468,196257.6,22521,80.1,105909.9,18394.5,73.5
95472,154609.2,30483.3,80,140249.6,27361.4,89.4
95476,0,138698.9,2021.2,0,119772.9,0
95482,1859583.9,432447.1,2187.1,2556128.2,478360.4,1854.8
95485,1558.9,456.9,0,2422.2,709.9,0
95488,43187.1,12657.4,147,0,0,227.6
95490,2832981.7,333164.5,1204.4,2024501.4,329083.2,1397.8
95496,125627,20363.1,222.2,129533.8,24188.9,173.2
95497,0,0,94.4,189067.6,22743.4,9.9
95501,763851.4,1377015.2,976.4,7803705.6,1070001.8,662.1
95502,1006551.8,136819.7,103.4,934473.1,134837.9,81.4
95503,1738156,135726.2,240.3,1288371.5,132605.8,53.5
95521,2956468.2,866491.2,2446.4,386000.3,113130.2,2437.9
95526,175307.6,51379.7,172.4,174011.9,50999.9,167.7
95528,0,0,572.9,0,0,424.6
95531,63209748,18217637.6,143346.5,61041576.8,17767766,142258
95540,1683620.9,255781.7,980.9,1449524.4,251581.2,977.1
95542,230215.5,67472.3,3891.7,205761.1,60305.2,3468.8
95543,188069.4,55120,140.4,196531.2,57600,141.1
95548,56330.5,5929,1326.9,105655.5,9039,1158.7
95549,184494.9,16150.7,63.3,59975.4,17577.8,63.3
95554,61811.1,18115.8,0,74757.6,21910.2,0
95555,4526.4,1326.6,3891.4,7834.5,2296.2,5936.1
95556,95443.2,27972.8,20.1,86866.6,25459.1,0
95558,77048.5,6611,32,63599.2,5756.6,26.9
95560,355776.1,104272,0,330254.3,96792,84.4
95567,66404.1,19461.9,1045.7,38778.9,11365.4,1045.3
95570,271666.6,27839.9,2798.2,164271.8,23112.3,2677.5
95571,237838.5,23032.4,7536.3,580586.1,143784.2,7978.3
95573,60531.6,17740.8,995.6,65818.5,19290.3,957.6
95585,312336,48398.6,4584.7,292403.1,47517.9,2378.8
95589,135398.2,22366.9,32,79190.3,23209.3,26.9
95602,2125954.1,261768.5,0,0,0,0
95603,1348629.5,498129.1,404.1,2127109,245726.7,313.7
95605,53877858.7,11501678.2,71965.6,47717018.4,11068521.4,54856.2
95606,146095.9,24962.9,25.8,156967.6,30098.7,30.7
95608,1364060.1,234704,3315.4,1445445.8,246599,504.2
95609,2076086.1,0,0,1527355.5,0,0
95613,0,0,136.1,0,0,0
95616,28200.4,8265.1,46.8,91111.3,26703.2,46.9
95617,1189274.8,238562.4,22.9,1008723.8,222868.8,21.1
95618,3530350.3,851943.5,366.3,3834929.9,970562,279.9
95620,2951535.4,392854.8,14721.4,2715824.8,375460.1,17609.4
95622,1458245.3,143536.4,0,1752432.3,164652.2,0
95624,457006.2,39587.6,628,411643.8,43916.7,277.5
95630,9692760.1,1241588.3,38090.5,287989.6,74236.2,144.6
95631,104201.2,9777.6,51.5,61552.1,11299,47.4
95633,131427.9,23905,853.8,269160.5,31106.8,800.6
95634,0,0,12386.9,6931615.7,624388.3,10858.4
95635,214539.5,62877.9,3381.2,217043.4,63611.8,3297.4
95640,162939149.3,19947161.4,252234.8,145440850.4,19389695.5,194986.9
95642,926100.1,138709.9,519.7,819780,141882.1,253.8
95646,0,0,81.9,0,0,82.1
95652,4259676.8,1058986,8.6,4001750.3,1172845.8,8.6
95653,0,0,15192,0,0,16263.8
95655,14265991.3,3035852.1,2692.8,15382918.4,3221458.5,2090.2
95658,539371.3,102834.5,187.7,445800.1,112925,59.1
95664,136296.7,31048.3,762.9,166560.3,32206.4,596.7
95665,2079831.8,566610.6,5022,1837769.5,538619.4,5273.3
95666,202072.6,24063.5,160.7,101337.5,29700.3,159.7
95667,1250857.5,295232.5,1524.3,1269081.3,288332.1,1092.8
95669,0,0,0,0,0,0
95670,97093679.9,25459105,62318.4,99374098.2,26131485.3,57014.1
95671,386719051,35199838.9,365192,421877686,31425477.2,323935.5
95675,161966.5,20344.2,283.3,155453.2,18812.8,243.7
95678,2751502.6,407950.4,1005.5,2324659.8,342100,238.6
95685,512166.5,59240.6,656.7,164526.8,48220.1,888.6
95687,395484653.1,33142995.4,233022.9,375867815.6,30789569.3,258582.3
95691,3529495.9,663804.7,681.7,3151336.3,617282.3,492.4
95695,17449.8,5114.2,220.2,7215.9,2114.8,138.7
95701,1086765.7,304486.3,416.5,965705.2,302485.4,413
95703,56517.2,16564.3,624.7,143484.8,42053,624.5
95709,1738356.6,303184.2,839.9,1359485.1,280530.1,987.4
95713,247369.8,39388.6,51.5,0,37652.4,46.1
95717,187918.2,55075.7,77,220764,64702.2,89.2
95720,340415.6,99770.1,163.8,310686.2,91056.9,164.2
95721,178674.9,52366.6,0.6,168525.5,49392,0.6
95728,1962135.3,575068.9,304.2,1771845.2,519298.1,305
95742,6516307.3,1518064.4,9810.7,6275303.6,1514437.4,2581.6
95759,5358524.5,0,0,6357354.6,0,0
95776,2877253.1,705636.8,55,417962.6,122497.8,65.7
95811,108919977.4,27412904.8,32159,98855507.1,25438590,28617.9
95814,988222326.4,118577950.4,188630.2,917215841.9,121372261.5,154004.9
95815,40446681.4,8754979.5,227497.1,38521459.4,8711684.1,183222.6
95816,270747.7,266232.8,9123.8,231226.3,175972.8,4207.9
95817,2332648.6,683660.1,3518.9,2164741.2,634449.3,949.8
95818,0,13097795.2,2332.1,0,13025645.9,2247.6
95819,0,2217077.4,8225.8,13383089.1,2088726.1,5173.2
95820,38072482,10847860.3,5431,43808544.3,10535151.9,8438.1
95823,1084208.6,427343.8,386,1066242.5,461461.6,313.9
95827,100737504.5,25231777.4,57774.8,99070231.4,25433905.2,42985.4
95829,0,0,0,0,0,0
95832,0,4992038.9,15767.5,0,5182755.1,14201.6
95834,895007,167621.3,234,758978.9,156847.4,234.6
95841,822185.8,189989.4,422.6,713244.8,176657.1,0
95858,92.3,0,0,91.7,0,0
95901,1136755.5,312837.6,1489.3,2898118.9,364298.4,1083.2
95916,181076.7,39373,51.5,200266.4,31946.8,46.1
95920,1901442.3,522708.7,223.2,1786294.8,493046.5,222.6
95926,1104251.6,213082,8869.4,2036023,180079.3,5332.3
95928,1420700.3,375972.3,959.8,1464409,405882.2,575.3
95932,2454802,206542.2,181,837143.9,51159.8,206.7
95935,34688,864,51.5,0,871.9,47.4
95936,257701.4,75527.9,152.1,231683.5,67902.5,152.5
95939,139939.6,33210.7,1575.1,126263.9,31815.3,1387.2
95940,66938.4,15277.4,32,210912.3,15005.9,30.7
95942,136974.2,71851.3,83.5,361808.4,79130.2,76.8
95945,1255238.5,338903.4,731.5,1053056.9,283589.3,816
95946,122428.8,35881.8,400.9,121456.4,35596.8,178.3
95948,2097731.4,614809.8,638.5,2816472.9,825460.9,636.5
95949,0,0,0,0,0,0
95954,1215635.8,19937.8,32,1751412.3,358750.3,8.6
95959,2209424.2,320430.9,4494,1888131.5,311005.8,3593.8
95961,1493856.8,347540,163.3,1362402.3,335841,237.2
95963,0,0,0,0,0,0
95965,4768883.5,898545.8,2969.4,7240854,1578853.2,2358.2
95966,5543937,901501,6107.4,4639408,872251.2,5939.2
95969,0,0,51.5,174635.5,23926,46.1
95971,19601.5,75195.2,920.9,511564.5,121031,203.8
95977,206309.6,40404.9,51.5,202337.6,35573.7,47.4
95978,0,0,51.5,137960.7,20373,45
95980,185088,54246.2,81.9,187144.9,54849,82.1
95987,14404969.2,29894.4,3683.9,915894.7,182968,832
95988,775061,112878.7,331.4,685392,120035.8,264.9
95991,3795734.2,459150.3,8351.2,1830571.5,217366.6,7167.3
95993,1032969,376885.3,2376.7,909820.5,351680.4,1058.4
96001,14757325.1,2584879.2,8759.8,11410103.8,2517206.8,4072.1
96002,14036613.1,2108844.1,8460.4,21018632.2,2971760.4,9060
96003,6809928.4,1219777,4070.8,6684639.2,1223096.5,2419.7
96006,133618.7,39161.4,128.7,90907.9,26643.6,129
96007,41068.4,12036.5,154.2,29506.1,8647.7,153.8
96008,223861.1,30071.8,2103.9,236131.2,28412.8,1839.3
96009,388326.2,73096.8,12646,393982.7,79500.2,10543.5
96011,45138.5,13229.3,32,101135.8,12993.8,30.7
96013,84286.1,52850.6,5247.7,862116.5,44097.5,4394.8
96015,141696.9,41529,1051.1,2671.6,783,1049
96016,1015116.7,297513.7,4461.6,997855.9,292454.8,4593.5
96017,0,0,1000,0,0,273.3
96020,313750.9,91955.1,1500.9,313118.8,91769.9,585.1
96021,172409.7,50530.4,2816.8,149658.1,43862.3,1855.9
96022,41747.6,10995.2,62.5,74631.9,15132.4,50
96023,202393.9,59318.3,1582.5,0,0,1581.9
96025,64354.2,18861.1,0,13039,3821.5,0
96028,316332.4,79794.1,93,264136.1,61478.4,76.8
96032,0,0,1667.7,438803.1,35805,1519
96033,297107.6,48605.5,108.7,290947.9,50305.5,96
96039,4524.3,1326,0,348,102,0
96041,146579.5,42960,162.4,233326.2,49053.8,136.4
96044,1390176.4,407437.3,595.4,1473058.9,405784.4,502.1
96047,256365.9,66443.5,17324,267838.5,60859.3,10087.9
96051,313750.9,91955.1,81.9,313118.8,91769.9,82.1
96052,393783.1,115411.2,2143.7,1606692.9,470894.7,1916.3
96057,125072.9,19427,103,308902.1,41746,103
96058,391341.7,114695.7,511.1,1460118,382143.7,497.4
96059,106549,22585.9,51.5,126492.5,21646.9,47.4
96063,152238.9,44618.7,128.7,126728.5,37142,129.4
96064,124601.4,36518.6,161.5,186178.2,54565.7,101.2
96065,38174.6,11188.3,32.9,111281.7,14926.6,39
96067,2084893.8,555097.8,1260.9,1338094.7,425920.1,1250.4
96071,0,0,142.1,0,0,299.7
96074,92651,16309.7,1832.1,104386.7,20172.5,1614.6
96075,103629.9,30372.2,4143.5,300136.4,66394,3906.2
96076,638477.2,21382.9,81.9,613849.7,21461.9,82.1
96080,4270759,732427.6,8390.3,5077107.9,899054.1,3789.2
96086,3521.2,1032,93.6,3255,954,93.9
96087,0,0,0,0,0,0
96091,125350.1,36738,93.6,138656.9,40638,93.9
96092,182020,25285.9,80.6,239481.5,31131.1,80.6
96093,749200.1,219578,1428.1,939423.9,257290.7,845.8
96094,133749.7,39199.8,225.7,496440.2,82813.2,213.3
96096,475352.8,105489.5,103,421611.9,129764.9,108.7
96097,1094661.3,320826.9,1977.2,3286363,832479.6,1662
96101,1831506.3,164388.8,9546.6,1253459.5,201514.5,9060.4
96103,0,0,0,0,0,1249.3
96104,0,0,0,0,0,0
96105,0,0,1476.8,157211.9,46076.2,1476.3
96107,98052.4,28737.5,251,47415.3,13896.6,250.3
96111,0,0,0,0,0,0
96120,0,0,6365.9,322515.9,94524,2872.5
96122,197297.6,57824.6,157.7,150289.4,44047.4,149
96126,321062.4,94098,0,361265.3,105880.8,0
96129,259664.7,76103.4,18,129981.2,38095.3,18
96130,426451551.4,39378321,445986.8,442547246.7,39094301.2,395074.3
96133,94522.6,27703,1041.9,51256.5,15022.4,1041.4
96134,381628.8,111849,3025.3,401971.2,117811,1354.4
96136,2225877.7,652367.3,277.1,1828937.2,536030.8,280.4
96137,0,0,80.1,258494.1,33697,71
96139,0,0,0,0,0,0
96142,0,0,7680.1,164925.8,177114,7399.8
96145,348296.3,102079.8,1996.5,338332.6,108242.6,945.9
96150,3778754,779910.3,3574.8,4378861.1,921046.4,6801
96155,0,10148,8.6,0,0,8.6
96160,0,0,0,0,0,0
96161,2354048,658425.4,7403.2,2617491.2,613711.8,7651.2
97534,0,0,1922.7,0,0,1921.9
99999,1603660.6,229039.2,244.6,2245841,245874.9,212
